OrderID,CustomerID,OrderDate,TotalAmount,Status,PaymentMethod,ShippingAddress,BillingAddress,DeliveryDate,OrderChannel,PromoCodeUsed,GiftWrap,SpecialInstructions
O2581,C1136,29-11-2024,1132.41,Delivered,PayPal,"392 Pearson Causeway Suite 016
Eddieburgh, WV 29850","92888 Jamie Trace
South Barbara, ID 13050",18-01-2025,In-Store,No,Yes,Choice few mouth role another imagine.
O2582,C1040,22-11-2024,1939.43,Pending,Debit Card,"66593 Amber Club
South Brandontown, IN 73563","008 Kelly Cliff Suite 047
Silvaton, UT 28103",29-01-2025,In-Store,No,Yes,Room professional big both program put scene would offer up record make.
O2583,C1513,04-10-2024,883.64,In Transit,Credit Card,"1949 Hernandez Lane Suite 129
West Oliviaside, SC 91231","USCGC Aguilar
FPO AP 50103",22-01-2025,In-Store,No,Yes,Month wind weight case party show business standard.
O2584,C1411,24-12-2024,3097.47,Delivered,Net Banking,"785 Espinoza Trafficway Apt. 074
Liubury, NC 56563","1212 Michelle Dam Apt. 500
Jillburgh, CT 65475",28-01-2025,In-Store,Yes,Yes,Just safe college executive campaign ball why more low.
O2585,C1547,04-03-2024,4673.83,Pending,Credit Card,"PSC 7285, Box 6424
APO AP 82926","45078 Raymond Union Apt. 719
Jenningsside, MD 84638",15-01-2025,In-Store,No,Yes,Newspaper property art walk wear last soon anything.
O2586,C1410,09-02-2024,3443.04,Delivered,Debit Card,"PSC 7159, Box 8157
APO AP 32753","384 Johnson Island Suite 137
Port Emilyburgh, CA 52946",24-01-2025,Mobile App,Yes,No,Discover much education plan way action position.
O2587,C1271,30-01-2024,1313.12,In Transit,Net Banking,"35946 Kelly Rapids
Christopherfort, WI 75510","1387 Kaitlin Cove
South Thomasfort, IA 35680",17-01-2025,In-Store,No,No,Morning baby factor collection down issue most.
O2588,C1036,10-01-2025,4498.31,Delivered,Net Banking,"1569 Faith Springs Apt. 282
Port Debbieland, CT 61107","Unit 5423 Box 9351
DPO AA 94301",16-01-2025,Website,Yes,Yes,Century case before challenge line action voice of sell.
O2589,C1261,10-04-2024,132.2,In Transit,Debit Card,"02439 Wendy Centers
South Annfort, WY 31329","67658 David Shoals Suite 294
Smithland, NJ 16046",21-01-2025,Website,Yes,Yes,Address hundred turn with onto fly law like number right better.
O2590,C1038,16-04-2024,2405.3,Pending,UPI,"07241 Jessica Cove Apt. 763
Jonbury, MD 12349","7158 Obrien Cove Suite 763
Port Sarahtown, MD 99711",24-01-2025,In-Store,No,Yes,Most sometimes window subject live heart tonight radio medical improve bit.
O2591,C1017,22-12-2024,2580.67,Pending,Credit Card,"3397 Tara Course
East Samanthashire, MN 37595","0572 Smith Throughway Suite 884
Lake Kylefurt, CA 22187",16-01-2025,Mobile App,Yes,No,World animal fast ability lay season assume.
O2592,C1090,09-07-2024,1949.37,In Transit,UPI,"0380 Joseph Cliff
East Tonya, MT 53242","084 Reid Road Apt. 267
Lake Angelamouth, IA 40259",27-01-2025,In-Store,Yes,Yes,Maybe accept reduce but discover peace.
O2593,C1022,11-02-2024,1309.23,Delivered,PayPal,"371 Michael Bridge Suite 708
East Joseph, IA 66400","0660 Lewis Views
Leemouth, AR 69596",18-01-2025,Website,No,Yes,Campaign his win marriage where then perform goal measure hope picture remain job.
O2594,C1093,27-03-2024,3423.24,In Transit,UPI,"30632 Brown Pine Suite 066
South Amy, MN 98358","82298 Heather Way
Whitakerton, AR 44934",23-01-2025,Mobile App,Yes,No,Statement describe nearly that culture decade outside change so believe buy through Republican.
O2595,C1548,24-09-2024,420.71,Pending,UPI,"3421 Jimmy Causeway
North Olivia, MI 42899","0714 Dean Summit
West Connieburgh, VA 52353",18-01-2025,Website,Yes,No,Police near writer early size table.
O2596,C1463,28-09-2024,3060.41,Cancelled,Credit Card,"USCGC Austin
FPO AE 72628","41450 Hernandez Rue Suite 595
Wagnerport, MT 58217",16-01-2025,In-Store,No,Yes,Foreign while seven not and here religious year.
O2597,C1248,19-12-2024,563.93,In Transit,UPI,"918 Stephanie Roads Suite 595
Michelleberg, KY 87317","71768 Stacy Road
South Robert, HI 38740",16-01-2025,Website,No,Yes,Use interest budget he help eat direction glass fly rest land four heart.
O2598,C1125,27-02-2024,1955.27,In Transit,Net Banking,"0560 Andrew Forest
North Jenniferfort, WV 67291","PSC 9705, Box 7610
APO AE 80785",24-01-2025,Website,No,No,Down sea work cup second finally behind term together fly.
O2599,C1172,01-02-2024,3258.02,Delivered,Credit Card,"02675 Thompson Pike Suite 496
Pearsonhaven, SC 15140","76875 Belinda Forge Apt. 683
Harrisshire, IL 38541",22-01-2025,Mobile App,No,Yes,Challenge trouble beyond practice cup nature.
